id,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,Altitude
150,Arabica,Steven_Chang 張智閔,Taiwan,國村咖啡莊園Guo Cun Manor Coffee,11010-1,國村咖啡莊園Guo Cun Manor Coffee,,Taiwan Coffee Laboratory,"彰化縣彰化市 Changhua City, Changhua County",張智閔 Steven,1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",Steven_Chang 張智閔,Typica,Pulped natural / honey,7.58,7.5,7.42,7.33,7.42,7.33,10.0,10.0,10.0,7.33,81.92,10.2 %,0 full defects,0,Greenish,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",230
151,Arabica,YU CHUN KAO,Taiwan,花音咖啡莊園Kanon Coffee Estate,N20211226,花音咖啡莊園Kanon Coffee Estate,,Taiwan Coffee Laboratory,"南投縣魚池鄉 Yuchi Township, Nantou County","高郁淳 Kao, Yu-Chun",1,14 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",YU CHUN KAO,SL34,Natural / Dry,7.58,7.5,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.92,8.8 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",840
152,Arabica,Angelica Paola Citan Lopez,Guatemala,,11/995/71,COYOTE,11/995/71,"CAFÉ DE MI TIERRA, S. A.",ORIENTE,PEQUEÑOS PRODUCTORES DE JALAPA,200,69 kg,Asociacion Nacional Del Café,2021 / 2022,"May 4th, 2022",Angelica Paola Citan Lopez,Catuai,Natural / Dry,7.58,7.58,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.5,81.92,10.3 %,0 full defects,3,YELLOW GREEN,4 full defects,"May 4th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1400
153,Arabica,Alexis Rodriguez,Colombia,,NHOL-2431/20,Amaga CO,,Nestle Nespresso SA,Cundinamarca,Volcafe CH,275,70 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 10th, 2021",Alexis Rodriguez,,Washed / Wet,7.25,7.33,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.58,81.92,12 %,0 full defects,2,Green,1 full defects,"June 10th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
154,Arabica,Janny Marlith Torres,Honduras,"El Ejido, Las Mariposas, cerro gacho y el planon",206,el cafe es seleccionado y cortado a mano luego es procesado en su propio centro de beneficiado en Santa Rosa de copan,13-154-122A,Coffee planet Corporation S.A,Copan,Origenes Coffee Plantation,240,69 kg,Instituto Hondureño del Café,2021,"June 11th, 2021",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.42,7.25,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.83,12 %,0 full defects,0,Green,7 full defects,"June 11th, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1600
155,Arabica,Alexis Rodriguez,Brazil,,1077/21,,,Nestle Nespresso SA,,Blaser CH,325,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 9th, 2021",Alexis Rodriguez,Bourbon,Pulped natural / honey,7.5,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,8.9 %,0 full defects,3,Green,4 full defects,"June 9th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
156,Arabica,Balam Hinyula,"Tanzania, United Republic Of",KUSARE,S57602/P03655,RAFIKI COFFEE,,VOLCAFE/TaylorWinch Tanzania Ltd,"North, Kilimanjaro",KUSARE,320,60 kg,Kenya Coffee Traders Association,2021 / 2022,"January 26th, 2022",Balam Hinyula,Bourbon,Washed / Wet,7.33,7.42,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.33,81.75,10.8 %,0 full defects,0,Green,1 full defects,"January 26th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1720
157,Arabica,Angelica Paola Citan Lopez,Guatemala,NARANJITO,11/22701/01,"SU BENEFICIO, S. A.",11/22701/01,"PROYECTOS PALMONA, S. A.",SANTA ROSA,"PROYECTOS PALMONA, S. A.",200,69 kg,Asociacion Nacional Del Café,2021,"May 26th, 2021",Angelica Paola Citan Lopez,Bourbon,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.42,10.0,10.0,10.0,7.42,81.75,11 %,0 full defects,3,Green,3 full defects,"May 26th, 2022",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,5100
158,Arabica,Yukinobu Ueda,Colombia,Federación Nacional de Cafeteros de Colombia,3/037/01389,Federación Nacional de Cafeteros de Colombia,3/037/01389,"NIPPON COFFEE TRADING CO.,LTD.",Huila,Federación Nacional de Cafeteros de Colombia,250,70 kg,Japan Coffee Exchange,2021 / 2022,"April 4th, 2022",Yukinobu Ueda,Caturra,Washed / Wet,7.42,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.75,11.6 %,0 full defects,1,Green,0 full defects,"April 4th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1700
159,Arabica,"CHEN,YING-YUN陳瑩運",Taiwan,陳食舖農特產Chen Shi Pu Farm,1,陳食舖農特產Chen Shi Pu Farm,,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳瑩運 Chen,Ying-Yun",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022","CHEN,YING-YUN陳瑩運",Gesha,Washed / Wet,7.42,7.25,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.67,9.2 %,0 full defects,0,Greenish,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",850
160,Arabica,Rodrigo Soto,Panama,Casa Ruiz,P03095 // S81737,Casa Ruiz,29-17-02,Panamerican Coffee Trading,Boquete,Casa Ruiz,300,18000 kg,Specialty Coffee Association of Costa Rica,2020,"June 17th, 2021",Rodrigo Soto,Caturra,Washed / Wet,7.67,7.67,7.08,7.25,7.33,7.17,10.0,10.0,10.0,7.5,81.67,9.6 %,0 full defects,0,Green,2 full defects,"June 17th, 2022",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1650-1750
161,Arabica,Coffee Quality Union,Brazil,Sitio Colinas,CQU2022007,COCARIVE,002/1469/0412,Coffee Quality Union,"Mantiqueira de Minas, Minas Gerais",Luiz Flavio Pereira de Castro,13,10 kg,Japan Coffee Exchange,2021 / 2022,"April 7th, 2022",Coffee Quality Union,Yellow Bourbon,Pulped natural / honey,7.42,7.33,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.5,81.58,11.5 %,0 full defects,0,pale yellow,2 full defects,"April 7th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1000
162,Arabica,Volcafe Japan,El Salvador,TRES VOLCANES,009/116/6 - 1,ACPA. ATAISI DE R.L.,009/116/6 - 1,"Volcafe Limited, Japan",San Isidro,ACPA. ATAISI DE R.L.,275,69 kg,Japan Coffee Exchange,2020,"July 2nd, 2021",Volcafe Japan,Bourbon,Washed / Wet,7.5,7.17,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.58,11.7 %,0 full defects,1,greenish,1 full defects,"July 2nd, 2022",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1400
163,Arabica,Jungle Estate,Kenya,JUNGLE ESTATE,09NG0042,NKG,,Keremara Limited,NYERI,JUNGLE ESTATE,39,50 kg,Kenya Coffee Traders Association,2021 / 2022,"January 25th, 2022",Jungle Estate,SL28,Washed / Wet,7.42,7.33,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.33,81.5,10 %,0 full defects,0,Green,1 full defects,"January 25th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1754
164,Arabica,Consejo Salvadoreño del Café,El Salvador,Agua Caliente,1-33,Agua Caliente,09-392-56,Consejo Salvadoreño del Café,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",275,69 kg,Salvadoran Coffee Council,2021 / 2022,"March 4th, 2022",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.42,7.5,7.0,7.33,7.33,7.25,10.0,10.0,10.0,7.67,81.5,11.7 %,0 full defects,0,Green,10 full defects,"March 4th, 2023",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,1200
165,Arabica,MR.BROWN CAFE,Colombia,Cooperativa Central de Caficultores del Huila - COOCENTRAL,1,Almacafé,,Mr.Brown Cafe,HUILA,Cooperativa Central de Caficultores del Huila - COOCENTRAL,275,70 kg,Blossom Valley International宸嶧國際,2021,"February 8th, 2022",MR.BROWN CAFE,"Castillo, Caturra",Washed / Wet,7.42,7.42,7.25,7.33,7.42,7.33,10.0,10.0,10.0,7.25,81.42,11.8 %,0 full defects,0,Green,0 full defects,"February 8th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1574
166,Arabica,Compañia Hondureña del Cafe S.A de c.v.,Honduras,Cerro Negro,4124,SECO,13-108-1383,Compañia Hondureña del Café S.A. de C.V.,"Zona de Santa Marta, municipio de San Marcos, departamento de Ocotepeque, Honduras",Feliciano Rivera,250,69 kg,Instituto Hondureño del Café,2021,"August 13th, 2021",Compañia Hondureña del Cafe S.A de c.v.,Catimor,Washed / Wet,7.5,7.33,7.17,7.33,7.42,7.25,10.0,10.0,10.0,7.42,81.42,11 %,0 full defects,1,Green,8 full defects,"August 13th, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1400
167,Arabica,Mandalay Coffee Group,Myanmar,Green Land Estate,GL/CR/FW/2021,yes,,宸嶧國際有限公司,"Pyin Oo Lwin, Mandalay Division",U Sai Wan Maing,300,40 kg,Blossom Valley International宸嶧國際,2021,"May 28th, 2021",Mandalay Coffee Group,,Washed / Wet,7.33,7.25,7.42,7.33,7.25,7.42,10.0,10.0,10.0,7.42,81.42,10.5 %,0 full defects,0,Green,3 full defects,"May 28th, 2022",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1165
168,Arabica,Yukinobu Ueda,Indonesia,Yudi Putra,15/759/26,Yudi Putra,15/759/26,"NIPPON COFFEE TRADING CO.,LTD.",Toba Samosir,Yudi Putra,125,60 kg,Japan Coffee Exchange,2021 / 2022,"April 5th, 2022",Yukinobu Ueda,Sumatra Lintong,Wet-Hulling,7.42,7.5,7.25,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.42,11.8 %,0 full defects,1,Blue-Green,5 full defects,"April 5th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1200
169,Arabica,Alexis Rodriguez,Costa Rica,,NHOL-1082/21,Dos Mill CR,,Nestle Nespresso SA,,Volcafe CH,275,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 9th, 2021",Alexis Rodriguez,,Washed / Wet,7.42,7.33,7.5,7.17,7.25,7.33,10.0,10.0,10.0,7.33,81.33,10 %,1 full defects,3,Green,4 full defects,"June 9th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
170,Arabica,Ikuto Uehara,Guatemala,Not Specificated,11/873/55,Dry Mill of UNITRADE,,Marubeni Corporation,Oriente,UNITRADE,275,69 kg,Japan Coffee Exchange,2021,"October 19th, 2021",Ikuto Uehara,,Washed / Wet,7.33,7.5,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.25,81.33,11.6 %,0 full defects,3,Green,2 full defects,"October 19th, 2022",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1350-1550
171,Arabica,MR.BROWN CAFE,Brazil,Multiple farms,1,Cooperativa de Monte Carmelo,,Mr.Brown Cafe,Cerrado,GRA 1 - GRUPO RAINFOREST ALLIANCE MONTECCER - MONTE CARMELO - IMA-G-000043 (RFA),325,59 kg,Blossom Valley International宸嶧國際,2021,"February 11th, 2022",MR.BROWN CAFE,"Mundo Novo, Catuai",Natural / Dry,7.33,7.42,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.33,10.2 %,0 full defects,0,Green,0 full defects,"February 11th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,800-1100
172,Arabica,Ikuto Uehara,Brazil,Alta Mogiana-Ibiraci,002/1738/0018,Dry Mill,002/1738/0018,Marubeni Corporation,Alta Mogiana-Ibiraci,COCAPIL,440,60 kg,Japan Coffee Exchange,2021,"September 9th, 2021",Ikuto Uehara,Specialty Coffees,Natural / Dry,7.17,7.33,7.33,7.33,7.17,7.5,10.0,10.0,10.0,7.42,81.25,12 %,0 full defects,0,greenish,4 full defects,"September 9th, 2022",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1200
173,Arabica,Bourbon Specialty Coffees SA,Brazil,IBIRACI REGIONAL,43107088 - P8313,DRY MILL,002/4542/0459,BOURBON SPECIALTY COFFEES,Ibiraci,IBIRACI REGIONALS,325,59 kg,Brazil Specialty Coffee Association,2021 / 2022,"February 3rd, 2022",Bourbon Specialty Coffees SA,Mixed,Natural / Dry,7.33,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.25,81.25,11.5 %,0 full defects,6,Green,6 full defects,"February 3rd, 2023",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,1200
174,Arabica,Yukinobu Ueda,Guatemala,Retrillas del Pacifico,11/246/9,Retrillas del Pacifico,11/246/9,"NIPPON COFFEE TRADING CO.,LTD.",New Oriente,Retrillas del Pacifico,250,69 kg,Japan Coffee Exchange,2021,"February 25th, 2022",Yukinobu Ueda,Bourbon,Washed / Wet,7.25,7.33,7.25,7.33,7.33,7.33,10.0,10.0,10.0,7.42,81.25,11.6 %,0 full defects,3,Green,3 full defects,"February 25th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1350
175,Arabica,COSECHA BIENESTAR,Mexico,PLUMA HIDALGO,016-2823-020,DRY MILL,,COSECHA BIENESTAR,PLUMA,COSECHA BIENESTAR SAPI DE CV,275,69 kg,Centro Agroecológico del Café A.C.,2021,"August 10th, 2021",COSECHA BIENESTAR,Typica,Natural / Dry,7.5,7.33,7.08,7.42,7.5,7.17,10.0,10.0,10.0,7.17,81.17,11 %,0 full defects,0,Green,1 full defects,"August 10th, 2022",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1300
176,Arabica,Alexis Rodriguez,Brazil,n/A,NHOL-378/21,N/a,002-431-7-0155,Nestle Nespresso SA,,Blaser CH,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 9th, 2021",Alexis Rodriguez,,Natural / Dry,7.42,7.5,7.25,7.25,7.42,7.08,10.0,10.0,10.0,7.25,81.17,9.4 %,0 full defects,2,Green,5 full defects,"June 9th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
177,Arabica,Douglas Cooper,Mexico,Cresencio Gonzalez Family Farm,016-3133-0004,UNIÓN de Cooperativas Sierra Norte,,Goldberry Roasting Company,Sierra Norte De Puebla,Cresencio Gonzalez,1,69 kg,Specialty Coffee Association,2021,"November 23rd, 2021",Douglas Cooper,Gesha,Washed / Wet,7.83,7.75,7.75,7.58,7.67,7.58,7.33,10.0,10.0,7.58,81.08,11.4 %,10 full defects,0,Bluish-Green,29 full defects,"November 23rd, 2022",Specialty Coffee Association,"505 Technology Drive, Suite 340 Santa Ana, CA 92701",Jessica Rodriguez - 562-999-3164,1350
178,Arabica,Goodfun,Taiwan,古峰咖啡莊園Good Fun Coffee Mamor,1110101,古峰咖啡莊園Good Fun Coffee Mamor,,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","賴彥合 Lai, Yan-He",1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",Goodfun,"SL34, Typica",Pulped natural / honey,7.33,7.33,7.33,7.33,7.08,7.33,10.0,10.0,10.0,7.33,81.08,11.4 %,0 full defects,0,Bluish-Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1250
179,Arabica,Rodrigo Soto,Panama,Finca Lerida,S82424 - P03769,Finca Lerida,29-169-003,Panamerican Coffee Trading,Boquete,Finca Lerida,200,30 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"March 15th, 2022",Rodrigo Soto,Caturra,Washed / Wet,7.58,7.17,6.92,7.33,7.42,7.33,10.0,10.0,10.0,7.33,81.08,10.5 %,0 full defects,3,Green,1 full defects,"March 15th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1200
180,Arabica,Alexis Rodriguez,Indonesia,,NHOL-316/21,,015--119,Nestle Nespresso SA,,Olam US,19,1000 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 9th, 2021",Alexis Rodriguez,,Washed / Wet,7.25,7.25,7.17,7.25,7.67,7.25,10.0,10.0,10.0,7.17,81.0,9 %,6 full defects,10,Brownish-red,8 full defects,"June 9th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
181,Arabica,ANDREAS KUSSMAUL,Mexico,Finca Custepec,614,Finca Custepec,016-2028-614,Exportadora Café California,Chiapas,Armando Pohlenz,632,30 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"March 29th, 2022",ANDREAS KUSSMAUL,Sarchimor,Washed / Wet,7.42,7.25,7.08,7.33,7.25,7.25,10.0,10.0,10.0,7.42,81.0,12.3 %,1 full defects,0,None,15 full defects,"March 29th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1350
182,Arabica,Ikuto Uehara,Laos,-,105/3/VL7283-001,DRY MILL,105/3/VL7283-001,Marubeni Corporation,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",333,60 kg,Japan Coffee Exchange,2021 / 2022,"April 6th, 2022",Ikuto Uehara,Catimor,Washed / Wet,7.33,7.25,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.25,80.83,11.6 %,0 full defects,2,greenish,1 full defects,"April 6th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1300
183,Arabica,Manuel Murrieta,Mexico,,MYR-02-IS,DESCASCARILLADO,,Grupo Agroindustrial MYR S.A de C.V.,CHIAPAS,,8000,1 kg,Specialty Coffee Association,2021,"October 29th, 2021",Manuel Murrieta,Bourbon,Washed / Wet,7.42,7.08,7.17,7.08,7.33,7.5,10.0,10.0,10.0,7.25,80.83,11.5 %,0 full defects,0,Green,1 full defects,"October 29th, 2022",Specialty Coffee Association,"505 Technology Drive, Suite 340 Santa Ana, CA 92701",Jessica Rodriguez - 562-999-3164,1500
184,Arabica,Simexco DakLak,Vietnam,EATAN COOPERATION,VHA-S3,SIMEXCO DAKLAK,,SIMEXCO DAKLAK LTD,VIETNAM,SIMEXCO DAKLAK,40,60 kg,Alliance for Coffee Excellence,2020,"July 9th, 2021",Simexco DakLak,Catimor,Pulped natural / honey,7.33,7.17,7.25,7.33,7.5,7.08,10.0,10.0,10.0,7.08,80.75,11.6 %,0 full defects,3,Bluish-Green,1 full defects,"July 9th, 2022",Alliance for Coffee Excellence,"2250 NW 22nd Ave, Ste. 612 Portland, OR 97210",Alex Pond -,900
185,Arabica,MR.BROWN CAFE,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"March 30th, 2022",MR.BROWN CAFE,Caturra-Catuai,Washed / Wet,7.42,7.17,7.17,7.42,7.33,7.17,10.0,10.0,10.0,7.08,80.75,11.7 %,0 full defects,0,Green,0 full defects,"March 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1200-1350
186,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,EXPORTADORA ATLANTIC S.A,017-053-0603,Lavado,017-053-0603,Exportadora Atlantic S.A,Matagalpa-Jinotega,Varios Productores,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2021,"June 30th, 2021","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.08,7.42,6.92,7.08,8.0,7.08,10.0,10.0,10.0,7.0,80.58,11.6 %,0 full defects,0,Green,7 full defects,"June 30th, 2022",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,1100
187,Arabica,Bean Co,Thailand,Ivory,CEI2021,Dry Mill,,"Bean co.,ltd",Chiang Rai,Ivory,2,1 kg,Specialty Coffee Institute of Thailand,2020,"November 21st, 2021",Bean Co,Caturra,Washed / Wet,7.08,7.33,7.0,7.33,7.33,7.25,10.0,10.0,10.0,7.17,80.5,9.6 %,0 full defects,0,Greenish,1 full defects,"November 21st, 2022",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Kamolwat Toboonchuay - +66 2 118 0811, +66 95 952 4692",1700
188,Arabica,COSECHA BIENESTAR,Mexico,PLUMA HIDALGO,016-2823-018,DRY MILL,,COSECHA BIENESTAR,PLUMA,COSECHA BIENESTAR SAPI DE CV,275,69 kg,Centro Agroecológico del Café A.C.,2021,"August 10th, 2021",COSECHA BIENESTAR,Typica,Natural / Dry,7.42,7.25,7.08,7.25,7.33,7.08,10.0,10.0,10.0,7.0,80.42,11 %,0 full defects,0,Green,0 full defects,"August 10th, 2022",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1300
189,Arabica,COSECHA BIENESTAR,Mexico,PLUMA HIDALGO,016-2823-019,DRY MILL,,COSECHA BIENESTAR,PLUMA,COSECHA BIENESTAR SAPI DE CV,275,69 kg,Centro Agroecológico del Café A.C.,2021,"August 10th, 2021",COSECHA BIENESTAR,Typica,Natural / Dry,7.58,7.25,7.0,7.17,7.17,7.0,10.0,10.0,10.0,7.25,80.42,11.1 %,0 full defects,0,Green,0 full defects,"August 10th, 2022",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1300
190,Arabica,Angelica Paola Citan Lopez,Guatemala,VARIAS FINCAS,11/15/53,VARIOS BENEFICIOS,11/15/53,"PETER SCHOENFELD, S. A.",HUEHUETENANGO,VARIOS PRODUCTORES,100,29 kg,Asociacion Nacional Del Café,2021,"May 26th, 2021",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.5,7.75,7.5,7.5,7.58,7.5,9.33,9.33,9.33,7.67,80.33,10.6 %,0 full defects,1,Green,4 full defects,"May 26th, 2022",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
